de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA3,de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA3.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3.S4
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3.S5
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3.S6
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3.S7
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3.S8
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA3.S9
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA5,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA5.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA5,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA5.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA5,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA5.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA7.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA7.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG16.PA7.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA2,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA2.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA2,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA2.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA4.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5.S4
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA5.S5
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA6.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA6.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA6.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA6.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S4
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S5
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S6
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S7
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S10
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S11
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S12
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S13
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S15
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S16
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S17
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S20
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S21
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG17.PA7.S22
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA3.S4
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA4.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA4.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA4.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG18.PA4.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA1,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA1.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA1,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA1.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA1,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA1.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA1,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA1.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA3.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA3.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA3.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA3.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4.S4
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4.S5
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4.S6
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA4.S7
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA8,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA8.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA8,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA8.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA9,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA9.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA9,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA9.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA9,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA9.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA9,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA9.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA10,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA10.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S4
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S5
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S6
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S7
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S8
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S9
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S10
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S11
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S12
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S13
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S14
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S16
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S17
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG19.PA11.S18
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S4
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S5
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S6
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S8
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S9
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S10
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S11
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S12
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG20.PA6.S13
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1.S4
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA1.S5
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S0
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S1
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S2
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S3
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S4
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S5
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S6
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S7
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S8
1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3,1ba0763ee7972e4bc48a84888aa9aeaac4a520d54a4ff0f4a862fd84943d3d04.PG21.PA3.S10
